spolka,sekcja,nazwa_oryginalna,standard_key,znak,waga,pewnosc,zrodlo,uwagi
,CF,Strata z tytułu odsetek,change_in_other_assets,1,1,WYSOKA,GPP Q1 2026,korekta zbiorcza
,CF,Aktualizacja wartości inwestycji wycenianych w wartości godziwej przez wynik finansowy,change_in_other_assets,1,1,WYSOKA,GPP Q1 2026,korekta zbiorcza
,CF,Wycena programu płatności w formie akcji rozliczanych w instrumentach kapitałowych,change_in_other_assets,1,1,WYSOKA,GPP Q1 2026,korekta zbiorcza
,CF,Rozliczenie i wycena instrumentów finansowych,change_in_other_assets,1,1,WYSOKA,GPP Q1 2026,korekta zbiorcza
,CF,Zapasy,change_in_inventories,1,1,PEWNE,GPP Q1 2026,
,CF,Należności handlowe,change_in_receivables,1,1,PEWNE,GPP Q1 2026,
,CF,Pozostałe aktywa niefinansowe,change_in_receivables,1,1,WYSOKA,GPP Q1 2026,
,CF,Zobowiązania wobec pracowników,change_in_payables,1,1,PEWNE,GPP Q1 2026,
,CF,Zobowiązania handlowe,change_in_payables,1,1,PEWNE,GPP Q1 2026,
,CF,Pozostałe zobowiązania niefinansowe,change_in_payables,1,1,PEWNE,GPP Q1 2026,
,CF,Zobowiązania z tytułu umów,change_in_payables,1,1,PEWNE,GPP Q1 2026,
,CF_INW,Wydatki z tytułu nabycia jednostek zależnych po potrąceniu środków pieniężnych,outflows_for_acquisitions,-1,1,PEWNE,GPP Q1 2026,
,CF_INW,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,capex,-1,1,PEWNE,GPP Q1 2026,
,CF_INW,Nabycie pozostałych aktywów finansowych,POMIN,1,1,PEWNE,GPP Q1 2026,brak odpowiednika w standardzie
,CF_INW,Wydatki z tytułu nabycia pozostałych aktywów finansowych,POMIN,1,1,PEWNE,GPP Q1 2026,brak odpowiednika w standardzie
,CF_INW,Wydatki z tytułu zbycia pozostałych aktywów finansowych,POMIN,1,1,PEWNE,GPP Q1 2026,brak odpowiednika w standardzie
,CF_INW,Wpływy ze zbycia aktywów finansowych,POMIN,1,1,PEWNE,GPP Q1 2026,brak odpowiednika w standardzie
,CF_INW,Otrzymane dywidendy,POMIN,1,1,PEWNE,GPP Q1 2026,brak odpowiednika w standardzie
,CF_INW,Wpływy z tytułu sprzedaży rzeczowych aktywów trwałych oraz wartości niematerialnych,POMIN,1,1,PEWNE,GPP Q1 2026,brak odpowiednika w standardzie
,CF_FIN,Dywidendy zapłacone,dividend,-1,1,PEWNE,GPP Q1 2026,
,CF_FIN,Rozliczenie pochodnych instrumentów finansowych,POMIN,1,1,PEWNE,GPP Q1 2026,
,CF_FIN,Przepływy pieniężne netto razem,net_cashflow,1,1,PEWNE,GPP Q1 2026,"alias globalny - uzywaja go GPP, Wawel i Pekao"
,CF_FIN,Różnice kursowe od środków pieniężnych i ich ekwiwalentów,POMIN,1,1,PEWNE,GPP Q1 2026,stany srodkow pienieznych
,CF_FIN,Stan środków pieniężnych wykazany w skonsolidowanym sprawozdaniu z sytuacji finansowej,POMIN,1,1,PEWNE,GPP Q1 2026,stany srodkow pienieznych
,AKT_TRW,Inwestycje wyceniane metodą praw własności,noncurrent_investments,1,1,PEWNE,GPP Q1 2026,
,AKT_TRW,Pozostałe aktywa finansowe,noncurrent_investments,1,1,PEWNE,GPP Q1 2026,
,AKT_OBR,Należności handlowe,current_receivables,1,1,PEWNE,GPP Q1 2026,
,KAPITAL,Kapitał zapasowy,reserve,1,1,PEWNE,GPP Q1 2026,
,KAPITAL,Kapitał rezerwowy dotyczący akcji własnych,kapitaly_pozostale_nierozdzielone,1,1,PEWNE,GPP Q1 2026,POTWIERDZONE wzorcem: poza rozbiciem kapitalu wlasnego
,KAPITAL,Programy płatności w formie akcji,kapitaly_pozostale_nierozdzielone,1,1,PEWNE,GPP Q1 2026,POTWIERDZONE wzorcem: poza rozbiciem kapitalu wlasnego
,KAPITAL,Pozostałe kapitały rezerwowe,kapitaly_pozostale_nierozdzielone,1,1,PEWNE,GPP Q1 2026,POTWIERDZONE wzorcem: poza rozbiciem kapitalu wlasnego
,KAPITAL,Różnice kursowe z przeliczenia,kapitaly_pozostale_nierozdzielone,1,1,PEWNE,GPP Q1 2026,POTWIERDZONE wzorcem: poza rozbiciem kapitalu wlasnego
,KAPITAL,Rozliczenie połączenia,kapitaly_pozostale_nierozdzielone,1,1,PEWNE,GPP Q1 2026,POTWIERDZONE wzorcem: poza rozbiciem kapitalu wlasnego
,KAPITAL,Kapitał własny przypisany właścicielom Jednostki Dominującej,POMIN,1,1,PEWNE,GPP Q1 2026,suma posrednia
,KAPITAL,Kapitał udziałowców niekontrolujących,nonshare_capital,1,1,PEWNE,GPP Q1 2026,
,ZOB_DL,Kredyty,noncurrent_borrowings,1,1,PEWNE,GPP Q1 2026,
,ZOB_DL,Pozostałe zobowiązania finansowe,noncurrent_other_liabilities,1,1,PEWNE,GPP Q1 2026,
,ZOB_DL,Zobowiązania wobec pracowników,noncurrent_other_liabilities,1,1,PEWNE,GPP Q1 2026,
,ZOB_KR,Kredyty,current_borrowings,1,1,PEWNE,GPP Q1 2026,
,ZOB_KR,Zobowiązania wobec pracowników,current_other_liabilities,1,1,PEWNE,GPP Q1 2026,
,ZOB_KR,Zobowiązania handlowe,current_trade_payables,1,1,PEWNE,GPP Q1 2026,
,ZOB_KR,Pozostałe zobowiązania finansowe,current_other_liabilities,1,1,PEWNE,GPP Q1 2026,
,ZOB_KR,Pozostałe zobowiązania niefinansowe,current_other_liabilities,1,1,PEWNE,GPP Q1 2026,
,ZOB_KR,Zobowiązania z tytułu dywidendy,current_other_liabilities,1,1,PEWNE,GPP Q1 2026,
,ZOB_KR,Zobowiązania z tytułu umów,current_other_liabilities,1,1,PEWNE,GPP Q1 2026,
,BILANS,Zobowiązania razem,POMIN,1,1,PEWNE,GPP Q1 2026,suma posrednia - u GPP trafia do sekcji BILANS
FTE,RZIS,Koszt własny sprzedaży,cost_of_sales,1,1,PEWNE,FTE Q1 2025/26,Forte podaje koszty DODATNIE
FTE,RZIS,Koszty sprzedaży,distribution_expenses,1,1,PEWNE,FTE Q1 2025/26,Forte podaje koszty DODATNIE
FTE,RZIS,Koszty ogólnego zarządu,administrative_expenses,1,1,PEWNE,FTE Q1 2025/26,Forte podaje koszty DODATNIE
FTE,RZIS,Pozostałe koszty operacyjne,other_operating_costs,1,1,PEWNE,FTE Q1 2025/26,Forte podaje koszty DODATNIE
FTE,RZIS,Koszty finansowe,finance_costs,1,1,PEWNE,FTE Q1 2025/26,Forte podaje koszty DODATNIE
,RZIS,Zysk (strata) z pochodnych instrumentów finansowych,other_income,1,1,PEWNE,FTE Q1 2025/26,
,RZIS,Udział w zysku/stracie jednostek podporządkowanych wycenianych metodą praw własności,other_income,1,1,PEWNE,FTE Q1 2025/26,
,RZIS,Zysk (strata) z działalności kontynuowanej,POMIN,1,1,PEWNE,FTE Q1 2025/26,rowne zyskowi okresu
,RZIS,Zysk (strata) okresu,net_profit,1,1,PEWNE,FTE Q1 2025/26,
,RZIS,Przypadający: Akcjonariuszom Jednostki Dominującej,shareholder_net_profit,1,1,PEWNE,FTE Q1 2025/26,
,RZIS,Przypadający: Udziałowcom niekontrolującym,POMIN,1,1,PEWNE,FTE Q1 2025/26,ujete w nonshare_capital
,RZIS,Podstawowy zysk przypadający na jedną akcję z działalności kontynuowanej,POMIN,1,1,PEWNE,FTE Q1 2025/26,wskazniki na akcje
,RZIS,Zysk /(strata) na jedną akcję,POMIN,1,1,PEWNE,FTE Q1 2025/26,wskazniki na akcje
,RZIS,Rozwodniony zysk (rozwodniona strata) przypadający na jedną akcję z działalności kontynuowanej,POMIN,1,1,PEWNE,FTE Q1 2025/26,wskazniki na akcje
,RZIS,Rozwodniony zysk/(strata) na jedną akcję,POMIN,1,1,PEWNE,FTE Q1 2025/26,wskazniki na akcje
,CF,Zysk (strata) okresu,POMIN,1,1,PEWNE,FTE Q1 2025/26,punkt wyjscia - juz w RZiS
,CF,Korekty o pozycje:,POMIN,1,1,PEWNE,FTE Q1 2025/26,suma posrednia
,CF,Udział w zysku/stracie jednostek wycenianych Metodą Praw Własności,change_in_other_assets,1,1,WYSOKA,FTE Q1 2025/26,korekta zbiorcza
,CF,Zysk (strata) na działalności inwestycyjnej,change_in_other_assets,1,1,WYSOKA,FTE Q1 2025/26,korekta zbiorcza
,CF,Podatek w rachunku zysków i strat,change_in_other_assets,1,1,WYSOKA,FTE Q1 2025/26,korekta zbiorcza
,CF,Podatek dochodowy zapłacony (zwrócony),change_in_other_assets,1,1,WYSOKA,FTE Q1 2025/26,korekta zbiorcza
,CF,Zmiana stanu należności,change_in_receivables,1,1,PEWNE,FTE Q1 2025/26,
,CF,Zmiana stanu zobowiązań z wyjątkiem kredytów i pożyczek,change_in_payables,1,1,PEWNE,FTE Q1 2025/26,
,CF_INW,Nabycie rzeczowych aktywów trwałych,capex,-1,1,PEWNE,FTE Q1 2025/26,
,CF_INW,Nabycie udziałów w jednostkach wycenianych Metodą Praw Własności,outflows_for_acquisitions,-1,1,PEWNE,FTE Q1 2025/26,
,CF_INW,Sprzedaż wartości niematerialnych,POMIN,1,1,PEWNE,FTE Q1 2025/26,brak odpowiednika
,CF_INW,Sprzedaż rzeczowych aktywów trwałych,POMIN,1,1,PEWNE,FTE Q1 2025/26,brak odpowiednika
,CF_FIN,Spłata pożyczek/kredytów,POMIN,1,1,WYSOKA,FTE Q1 2025/26,standard nie ma klucza na splate kredytow
,CF_FIN,"Inne wpływy (wypływy) środków pieniężnych, zaliczone do działalności finansowej",POMIN,1,1,PEWNE,FTE Q1 2025/26,
,CF_FIN,Zwiększenie (zmniejszenie) netto stanu środków pieniężnych i ich ekwiwalentów przed skutkami zmian kursów wymiany,net_cashflow,1,1,PEWNE,FTE Q1 2025/26,POTWIERDZONE wzorcem: wariant PRZED skutkami zmian kursow
,CF_FIN,Różnice kursowe netto (z przeliczenia BO),POMIN,1,1,PEWNE,FTE Q1 2025/26,stany srodkow pienieznych
,CF_FIN,Zwiększenie (zmniejszenie) netto stanu środków pieniężnych i ich ekwiwalentów,POMIN,1,1,PEWNE,FTE Q1 2025/26,stany srodkow pienieznych
,CF_FIN,Środki pieniężne na początek okresu,POMIN,1,1,PEWNE,FTE Q1 2025/26,stany srodkow pienieznych
,CF_FIN,"Środki pieniężne na koniec okresu, w tym:",POMIN,1,1,PEWNE,FTE Q1 2025/26,stany srodkow pienieznych
,CF_FIN,o ograniczonej możliwości dysponowania,POMIN,1,1,PEWNE,FTE Q1 2025/26,stany srodkow pienieznych
,AKT_TRW,Inwestycje w jednostkach zależnych,noncurrent_investments,1,1,PEWNE,FTE Q1 2025/26,
,AKT_TRW,Aktywo z tytułu odroczonego podatku dochodowego,other_noncurrent_assets,1,1,PEWNE,FTE Q1 2025/26,
,AKT_TRW,Należności z tytułu pochodnych instrumentów finansowych,noncurrent_receivables,1,1,PEWNE,FTE Q1 2025/26,
,AKT_OBR,Należności z tytułu dostaw i usług oraz pozostałe należności,current_receivables,1,1,PEWNE,FTE Q1 2025/26,
,AKT_OBR,Należności z tytułu pochodnych instrumentów finansowych,current_receivables,1,1,PEWNE,FTE Q1 2025/26,
,AKT_OBR,Należności z tytułu podatku dochodowego,current_receivables,1,1,PEWNE,FTE Q1 2025/26,
,AKTYWA,SUMA AKTYWÓW,total_assets,1,1,PEWNE,FTE Q1 2025/26,
,KAPITAL,"Kapitał własny (przypisany akcjonariuszom Jednostki Dominującej), w tym:",POMIN,1,1,PEWNE,FTE Q1 2025/26,suma posrednia
,KAPITAL,Nadwyżka ze sprzedaży akcji powyżej ich wartości,reserve,1,1,PEWNE,FTE Q1 2025/26,
,KAPITAL,Kapitały przypadające udziałowcom niekontrolującym,nonshare_capital,1,1,PEWNE,FTE Q1 2025/26,
,ZOB_DL,Rezerwa na świadczenia po okresie zatrudnienia,noncurrent_other_liabilities,1,1,PEWNE,FTE Q1 2025/26,
,ZOB_DL,Oprocentowane kredyty bankowe i pożyczki,noncurrent_borrowings,1,1,PEWNE,FTE Q1 2025/26,
,ZOB_DL,Zobowiązania z tytułu dostaw i usług długoterminowe,noncurrent_trade_payables,1,1,PEWNE,FTE Q1 2025/26,"POTWIERDZONE wzorcem FTE.xlsx: 582 idzie w noncurrent_trade_payables, nie w inne zobowiazania"
,ZOB_DL,Dotacje rządowe,noncurrent_other_liabilities,1,1,PEWNE,FTE Q1 2025/26,
,ZOB_KR,Dotacje rządowe,current_other_liabilities,1,1,PEWNE,FTE Q1 2025/26,
,ZOB_KR,Zobowiązania z tytułu podatku dochodowego,current_other_liabilities,1,1,PEWNE,FTE Q1 2025/26,
,ZOB_KR,Bieżąca część oprocentowanych kredytów bankowych i pożyczek,current_borrowings,1,1,PEWNE,FTE Q1 2025/26,
,ZOB_KR,Rezerwa na świadczenia po okresie zatrudnienia,current_other_liabilities,1,1,PEWNE,FTE Q1 2025/26,
,ZOB_KR,Pozostałe rezerwy,current_other_liabilities,1,1,PEWNE,FTE Q1 2025/26,
,PASYWA,SUMA PASYWÓW,total_equity_liabilities,1,1,PEWNE,FTE Q1 2025/26,
,RZIS,Przychody,revenues,1,1,PEWNE,WWL 9M 2025,
,RZIS,Przychody z tytułu umów z Klientami,POMIN,1,1,PEWNE,WWL 9M 2025,rozwiniecie pozycji Przychody
,RZIS,Przychody ze sprzedaży detalicznej,POMIN,1,1,PEWNE,WWL 9M 2025,rozwiniecie pozycji Przychody
,RZIS,Koszty,POMIN,1,1,PEWNE,WWL 9M 2025,suma kosztow - skladniki mapowane osobno
,RZIS,Pozostałe przychody / koszty operacyjne,other_operating_income,1,1,PEWNE,WWL 9M 2025,pozycja netto - moze wyjsc ujemna
WWL,RZIS,Zysk netto z działalności kontynuowanej,net_profit,1,1,PEWNE,WWL 9M 2025,u Wawelu to wynik koncowy (brak osobnego 'Zysk netto')
WWL,RZIS,Zysk netto z działalności kontynuowanej,shareholder_net_profit,1,1,PEWNE,WWL 9M 2025,brak udzialow niekontrolujacych
,RZIS,Podstawowy i rozwodniony zysk/strata na jedną akcję,POMIN,1,1,PEWNE,WWL 9M 2025,
,RZIS,średnia ważona liczby akcji zwykłych w okresie,POMIN,1,1,DO_WERYFIKACJI,WWL 9M 2025,srednia wazona; standard ma 1499755 akcji na dzien bilansowy
,RZIS,Zysk (strata) na jedną akcję (w zł),POMIN,1,1,PEWNE,WWL 9M 2025,
,RZIS,Zysk rozwodniony na jedną akcję (w zł),POMIN,1,1,PEWNE,WWL 9M 2025,
,CF,Zysk (strata) brutto,POMIN,1,1,PEWNE,WWL 9M 2025,punkt wyjscia - juz w RZiS
,CF,Korekty razem,POMIN,1,1,PEWNE,WWL 9M 2025,suma posrednia
,CF,Odsetki i dywidendy,change_in_other_assets,1,1,WYSOKA,WWL 9M 2025,
,CF,Zysk (strata) z tytułu działalności inwestycyjnej,change_in_other_assets,1,1,WYSOKA,WWL 9M 2025,
,CF,Zmiana stanu zobowiązań krótkoterminowych (z wyjątkiem pożyczek i kredytów),change_in_payables,1,1,PEWNE,WWL 9M 2025,
,CF,Zmiana stanu rozliczeń międzyokresowych,change_in_other_assets,1,1,WYSOKA,WWL 9M 2025,
,CF_INW,Zbycie wartości niematerialnych oraz rzeczowych aktywów trwałych,POMIN,1,1,PEWNE,WWL 9M 2025,
,CF_INW,Nabycie wartości niematerialnych oraz rzeczowych aktywów trwałych,capex,-1,1,PEWNE,WWL 9M 2025,
,CF_INW,Zbycie aktywów finansowych,POMIN,1,1,PEWNE,WWL 9M 2025,
,CF_INW,Wydatki na aktywa finansowe,POMIN,1,1,PEWNE,WWL 9M 2025,
,CF_FIN,Dywidendy i inne wypłaty na rzecz właścicieli,dividend,-1,1,PEWNE,WWL 9M 2025,
,CF_FIN,Płatności zobowiązań z tytułu umów leasingu finansowego,lease_liab_payments,-1,1,PEWNE,WWL 9M 2025,
,CF_FIN,Odsetki z tytułu umów leasingu finansowego,repaid_bank_loans,-1,1,PEWNE,WWL 9M 2025,
,CF_FIN,Bilansowa zmiana stanu środków pieniężnych:,POMIN,1,1,PEWNE,WWL 9M 2025,
,CF_FIN,Zmiana stanu środków pieniężnych z tytułu różnic kursowych,POMIN,1,1,PEWNE,WWL 9M 2025,
,CF_FIN,Środki pieniężne na koniec okresu,POMIN,1,1,PEWNE,WWL 9M 2025,
,AKT_TRW,Długoterminowe aktywa finansowe,noncurrent_investments,1,1,PEWNE,WWL 9M 2025,
,AKT_TRW,Udziały w jednostkach stowarzyszonych wycenianych metodą praw własności,POMIN,1,1,PEWNE,WWL 9M 2025,rozwiniecie dlugoterminowych aktywow finansowych
WWL,AKT_TRW,Inne długoterminowe aktywa finansowe,POMIN,1,1,PEWNE,WWL 9M 2025,u Wawelu to rozwiniecie pozycji nadrzednej
,AKT_TRW,Długoterminowe rozliczenia międzyokresowe,other_noncurrent_assets,1,1,PEWNE,WWL 9M 2025,
,AKT_OBR,Należności krótkoterminowe,current_receivables,1,1,PEWNE,WWL 9M 2025,
WWL,AKT_OBR,Należności z tytułu dostaw i usług oraz pozostałe należności,POMIN,1,1,PEWNE,WWL 9M 2025,u Wawelu to rozwiniecie pozycji nadrzednej
,AKT_OBR,Należności z tytułu podatku CIT,POMIN,1,1,PEWNE,WWL 9M 2025,rozwiniecie j.w.
,AKT_OBR,Krótkoterminowe rozliczenia międzyokresowe,other_current_assets,1,1,PEWNE,WWL 9M 2025,
,AKT_OBR,Środki pieniężne oraz inne aktywa finansowe,current_investments,1,1,PEWNE,WWL 9M 2025,
,AKT_OBR,środki pieniężne,cash,1,1,PEWNE,WWL 9M 2025,
,AKT_OBR,Inne aktywa finansowe,POMIN,1,1,PEWNE,WWL 9M 2025,rozwiniecie srodkow pienieznych i innych aktywow finansowych
,AKTYWA,S U M A A K T Y W Ó W,total_assets,1,1,PEWNE,WWL 9M 2025,
,KAPITAL,Kapitał własny ogółem,capital,1,1,PEWNE,WWL 9M 2025,
,KAPITAL,Kapitał z emisji akcji powyżej ich wartości nominalnej,kapitaly_pozostale_nierozdzielone,1,1,PEWNE,WWL 9M 2025,"POTWIERDZONE wzorcem WWL: reserve = kapital zapasowy + rezerwowy (339725+456580), bez tej pozycji"
,KAPITAL,Kapitał rezerwowy,reserve,1,1,PEWNE,WWL 9M 2025,
WWL,KAPITAL,Kapitał z aktualizacji wyceny,kapitaly_pozostale_nierozdzielone,1,1,PEWNE,WWL 9M 2025,u Wawelu poza rozbiciem kapitalu (u Newagu wchodzi do reserve)
,KAPITAL,Inne składniki kapitału,kapitaly_pozostale_nierozdzielone,1,1,PEWNE,WWL 9M 2025,
,KAPITAL,Zyski zatrzymane/ niepokryte straty,retained_earnings,1,1,PEWNE,WWL 9M 2025,
,KAPITAL,Zobowiązania ogółem,POMIN,1,1,PEWNE,WWL 9M 2025,suma posrednia - trafia do sekcji KAPITAL
,ZOB_DL,Zobowiązania długoterminowe i rezerwy na zobowiązania,noncurrent_liabilities,1,1,PEWNE,WWL 9M 2025,
,ZOB_DL,Rezerwa na świadczenia emerytalne i podobne,noncurrent_other_liabilities,1,1,PEWNE,WWL 9M 2025,
WWL,ZOB_DL,Zobowiązania długoterminowe,noncurrent_other_liabilities,1,1,PEWNE,WWL 9M 2025,"u Wawelu to pozycja skladowa, nie suma bloku"
,ZOB_KR,Zobowiązania z tytułu dostaw i usług oraz pozostałe zobowiązania,current_trade_payables,1,1,PEWNE,WWL 9M 2025,
,ZOB_KR,Zobowiązania z tytułu podatku CIT,current_other_liabilities,1,1,PEWNE,WWL 9M 2025,
,ZOB_KR,Zobowiązania z tytułu świadczeń pracowniczych,current_other_liabilities,1,1,PEWNE,WWL 9M 2025,
,ZOB_KR,Rozliczenia międzyokresowe,current_other_liabilities,1,1,PEWNE,WWL 9M 2025,
,PASYWA,S U M A P A S Y W Ó W,total_equity_liabilities,1,1,PEWNE,WWL 9M 2025,
,RZIS,Przychody z tytułu odsetek i o charakterze zbliżonym do odsetek,interest_income,1,1,PEWNE,PEO H1 2026,
,RZIS,Przychody z tytułu odsetek obliczone przy zastosowaniu metody efektywnej stopy procentowej,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie przychodow odsetkowych
,RZIS,Przychody o charakterze zbliżonym do odsetek,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie j.w.
,RZIS,Koszty z tytułu odsetek,interest_expense,-1,1,PEWNE,PEO H1 2026,standard trzyma koszty odsetkowe DODATNIO
,RZIS,Wynik z tytułu odsetek,net_interest_income,1,1,PEWNE,PEO H1 2026,
,RZIS,Przychody z tytułu prowizji i opłat,fee_income,1,1,PEWNE,PEO H1 2026,
,RZIS,Koszty z tytułu prowizji i opłat,fee_expense,-1,1,PEWNE,PEO H1 2026,standard trzyma koszty prowizyjne DODATNIO
,RZIS,Wynik z tytułu prowizji i opłat,net_fee_income,1,1,PEWNE,PEO H1 2026,
,RZIS,Przychody z tytułu dywidend,dividend_income,1,1,PEWNE,PEO H1 2026,
,RZIS,Wynik na instrumentach finansowych wycenianych w wartości godziwej przez wynik finansowy oraz wynik z pozycji wymiany,realised_gains,1,1,PEWNE,PEO H1 2026,
,RZIS,Wynik z tytułu zaprzestania ujmowania aktywów i zobowiązań finansowych niewycenianych według wartości godziwej przez wynik finansowy,net_other_financial_income,1,1,PEWNE,PEO H1 2026,
,RZIS,Wynik z tytułu odpisów na oczekiwane straty kredytowe,impairment_losses,1,1,PEWNE,PEO H1 2026,standard trzyma odpisy UJEMNIE - przepisujemy bez zmiany znaku
,RZIS,Koszty ryzyka prawnego walutowych kredytów hipotecznych,impairment_losses,1,1,PEWNE,PEO H1 2026,POTWIERDZONE wzorcem PEO: -437 + -89 = -526
,RZIS,Pozostałe przychody operacyjne,net_other_operating_income,1,1,PEWNE,PEO H1 2026,
,RZIS,Pozostałe koszty operacyjne,net_other_operating_costs,1,1,PEWNE,PEO H1 2026,standard trzyma UJEMNIE
,RZIS,Ogólne koszty administracyjne oraz amortyzacja,administration_costs,1,1,PEWNE,PEO H1 2026,standard trzyma UJEMNIE
,RZIS,Udział w zyskach/stratach jednostek stowarzyszonych,related_income,1,1,PEWNE,PEO H1 2026,
,RZIS,ZYSK BRUTTO,beforetax_profit,1,1,PEWNE,PEO H1 2026,
,RZIS,1. Przypadający na akcjonariuszy Banku,shareholder_net_profit,1,1,PEWNE,PEO H1 2026,
,RZIS,2. Przypadający na udziały niedające kontroli,POMIN,1,1,PEWNE,PEO H1 2026,ujete w non_control_profit
,RZIS,podstawowy zysk na akcję za okres (w złotych na akcję),POMIN,1,1,PEWNE,PEO H1 2026,
,RZIS,rozwodniony zysk na akcję za okres (w złotych na akcję),POMIN,1,1,PEWNE,PEO H1 2026,
,BANK_A,AKTYWA,POMIN,1,1,PEWNE,PEO H1 2026,naglowek bloku
,BANK_A,Środki pieniężne i ekwiwalenty środków pieniężnych,cash_and_balances_with_the_central_bank,1,1,PEWNE,PEO H1 2026,
,BANK_A,Należności od banków,loans_to_banks,1,1,PEWNE,PEO H1 2026,
,BANK_A,Aktywa z tytułu pochodnych instrumentów finansowych (przeznaczone do obrotu),financial_assets_held_for_trading,1,1,PEWNE,PEO H1 2026,
,BANK_A,Instrumenty zabezpieczające,held_to_maturity_financial_assets,1,1,PEWNE,PEO H1 2026,
,BANK_A,Kredyty i pożyczki udzielone klientom (w tym należności z tytułu leasingu finansowego),loans_to_customers,1,1,PEWNE,PEO H1 2026,
,BANK_A,Papiery wartościowe,other_financial_assets,1,1,PEWNE,PEO H1 2026,
,BANK_A,Aktywa stanowiące zabezpieczenie zobowiązań,other_assets,1,1,PEWNE,PEO H1 2026,
,BANK_A,Aktywa przeznaczone do sprzedaży,other_assets,1,1,PEWNE,PEO H1 2026,
,BANK_A,Inwestycje w jednostkach stowarzyszonych,investments_in_subsidiaries,1,1,PEWNE,PEO H1 2026,
,BANK_A,Wartości niematerialne,intangible_assets,1,1,PEWNE,PEO H1 2026,bilans nie rozbija - wartosc firmy dociagana z noty 23
,BANK_A,Rzeczowe aktywa trwałe,property,1,1,PEWNE,PEO H1 2026,
,BANK_A,Aktywa z tytułu podatku dochodowego,tax_assets,1,1,PEWNE,PEO H1 2026,
,BANK_A,1. Aktywa z tytułu bieżącego podatku dochodowego,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie
,BANK_A,2. Aktywa z tytułu odroczonego podatku dochodowego,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie
,BANK_A,Inne aktywa,other_assets,1,1,PEWNE,PEO H1 2026,
,BANK_P,ZOBOWIĄZANIA I KAPITAŁY,POMIN,1,1,PEWNE,PEO H1 2026,naglowek bloku
,BANK_P,Zobowiązania,POMIN,1,1,PEWNE,PEO H1 2026,naglowek bloku
,BANK_P,Zobowiązania wobec innych banków,liabilities_due_to_banks,1,1,PEWNE,PEO H1 2026,
,BANK_P,Zobowiązania finansowe przeznaczone do obrotu,financial_liabilities_held_for_trading,1,1,PEWNE,PEO H1 2026,
,BANK_P,Zobowiązania z tytułu pochodnych instrumentów finansowych (przeznaczone do obrotu),financial_liabilities_held_for_trading,1,1,PEWNE,PEO H1 2026,
,BANK_P,Zobowiązania wobec klientów,liabilities_due_to_customers,1,1,PEWNE,PEO H1 2026,
,BANK_P,Instrumenty zabezpieczające,held_to_maturity_financial_liabilities,1,1,PEWNE,PEO H1 2026,
,BANK_P,Zobowiązania z tytułu emisji dłużnych papierów wartościowych,debt_securities,1,1,PEWNE,PEO H1 2026,
,BANK_P,Zobowiązania z tytułu obligacji podporządkowanych,subordinated_liabilities,1,1,PEWNE,PEO H1 2026,
,BANK_P,Zobowiązania z tytułu podatku dochodowego,tax_liabilities,1,1,PEWNE,PEO H1 2026,
,BANK_P,1. Bieżące zobowiązanie z tytułu podatku dochodowego,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie
,BANK_P,2. Rezerwa z tytułu odroczonego podatku dochodowego,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie
,BANK_P,Rezerwy,other_liabilities,1,1,PEWNE,PEO H1 2026,
,BANK_P,Pozostałe zobowiązania,other_liabilities,1,1,PEWNE,PEO H1 2026,
,BANK_P,ZOBOWIĄZANIA RAZEM,total_liabilities,1,1,PEWNE,PEO H1 2026,
,BANK_P,Kapitał zakładowy,share_capital,1,1,PEWNE,PEO H1 2026,
,BANK_P,Pozostałe kapitały i inne składniki całkowitych dochodów,share_premium,1,1,PEWNE,PEO H1 2026,
,BANK_P,Wynik z lat ubiegłych i roku bieżącego,retained_earnings,1,1,PEWNE,PEO H1 2026,
,BANK_P,Kapitał własny przypisany akcjonariuszom Banku,own_capital,1,1,PEWNE,PEO H1 2026,
,BANK_P,Udziały niedające kontroli,non_control_profit,1,1,PEWNE,PEO H1 2026,
,BANK_P,KAPITAŁY RAZEM,total_capital,1,1,PEWNE,PEO H1 2026,
,PASYWA,ZOBOWIĄZANIA I KAPITAŁY RAZEM,total_equity_liabilities,1,1,PEWNE,PEO H1 2026,
,NOTY,Wartość firmy,goodwill,1,1,PEWNE,PEO H1 2026,
,NOTY,Wartości niematerialne,other_intangible_assets,1,1,PEWNE,PEO H1 2026,w nocie to WNiP BEZ wartosci firmy
,NOTY,koszty prac rozwojowych,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie noty
,NOTY,patenty i licencje,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie noty
,NOTY,Inne,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie noty
,NOTY,nakłady na wartości niematerialne,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie noty
,NOTY,Razem,POMIN,1,1,PEWNE,PEO H1 2026,rozwiniecie noty
